path,category,decision,confidence,productionCritical,evidence
"FIREBASE_ROLES_SETUP.md","DOCUMENTATION_CURRENT","KEEP_AUTHORITY","MEDIUM","false","DESPLIEGUE_CHARROPRO.md (DOCUMENTATION_ONLY_REFERENCE)"
"PRODUCTION_CONSOLE_V1.md","DOCUMENTATION_CURRENT","KEEP_AUTHORITY","MEDIUM","false","DESPLIEGUE_CHARROPRO.md (DOCUMENTATION_ONLY_REFERENCE)"
"PRODUCTION_NAV_V1.md","DOCUMENTATION_CURRENT","KEEP_AUTHORITY","MEDIUM","false","DESPLIEGUE_CHARROPRO.md (DOCUMENTATION_ONLY_REFERENCE), tests/production-nav.test.mjs (CONFIG_REFERENCE)"
"PUBLIC_FOUNDATION_V1.md","DOCUMENTATION_CURRENT","KEEP_AUTHORITY","MEDIUM","false","DESPLIEGUE_CHARROPRO.md (DOCUMENTATION_ONLY_REFERENCE)"
"PUBLIC_PORTAL_CORE_V1.md","DOCUMENTATION_CURRENT","KEEP_AUTHORITY","MEDIUM","false","DESPLIEGUE_CHARROPRO.md (DOCUMENTATION_ONLY_REFERENCE)"
"PUBLIC_PORTAL_DESIGN_SYSTEM_V2.md","DOCUMENTATION_CURRENT","KEEP_AUTHORITY","MEDIUM","false","DESPLIEGUE_CHARROPRO.md (DOCUMENTATION_ONLY_REFERENCE)"
"PUBLIC_PORTAL_PROGRAM_UX_V1.md","DOCUMENTATION_CURRENT","KEEP_AUTHORITY","MEDIUM","false","DESPLIEGUE_CHARROPRO.md (DOCUMENTATION_ONLY_REFERENCE)"
"PUBLIC_PORTAL_UX_V1.md","DOCUMENTATION_CURRENT","KEEP_AUTHORITY","MEDIUM","false","DESPLIEGUE_CHARROPRO.md (DOCUMENTATION_ONLY_REFERENCE)"
"README.md","DOCUMENTATION_CURRENT","KEEP_AUTHORITY","MEDIUM","false","no parsed consumer; path/role classification requires review"
"SPRINT_001_OPERACION_PROFESIONAL.md","DOCUMENTATION_CURRENT","KEEP_AUTHORITY","MEDIUM","false","no parsed consumer; path/role classification requires review"
"announcer-monitor.html","PRODUCTIVE_BROADCAST","KEEP_PRODUCTIVE","HIGH","true","production-console.html (HTML_REFERENCE), production-console.html (CONFIG_REFERENCE), tests/announcer-monitor.test.mjs (TEST_ONLY_REFERENCE), BROADCAST_ANNOUNCER_MONITOR_V1.md (DOCUMENTATION_ONLY_REFERENCE), BROADCAST_REALTIME_LIVE_V1.md (DOCUMENTATION_ONLY_REFERENCE)"
"assets/fmch/official-format-2024-2028/conade-lockup.png","PRODUCTIVE_OFFICIAL_FORMAT","KEEP_AUTHORITY","HIGH","true","CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-HTML-PRINT-AND-GEOMETRY-FIDELITY-001/evidence/html/formato-fmch-semantico-paso-primera-vuelta.html (HTML_REFERENCE), CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-HTML-PRINT-AND-GEOMETRY-FIDELITY-001/evidence/html/formato-fmch-semantico-paso-primera-vuelta.html (CONFIG_REFERENCE), CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-HTML-PRINT-AND-GEOMETRY-FIDELITY-001/evidence/html/formato-fmch-semantico-paso-segunda-vuelta.html (HTML_REFERENCE), CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-HTML-PRINT-AND-GEOMETRY-FIDELITY-001/evidence/html/formato-fmch-semantico-paso-segunda-vuelta.html (CONFIG_REFERENCE), CHARROPRO-FMCH-OFFICIAL-DOCUMENT-DATA-MAPPING-001/FIELD_MAPPING.json (CONFIG_REFERENCE)"
"assets/fmch/official-format-2024-2028/fmch-emblem.png","PRODUCTIVE_OFFICIAL_FORMAT","KEEP_AUTHORITY","HIGH","true","CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-HTML-PRINT-AND-GEOMETRY-FIDELITY-001/evidence/html/formato-fmch-semantico-paso-primera-vuelta.html (HTML_REFERENCE), CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-HTML-PRINT-AND-GEOMETRY-FIDELITY-001/evidence/html/formato-fmch-semantico-paso-primera-vuelta.html (CONFIG_REFERENCE), CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-HTML-PRINT-AND-GEOMETRY-FIDELITY-001/evidence/html/formato-fmch-semantico-paso-segunda-vuelta.html (HTML_REFERENCE), CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-HTML-PRINT-AND-GEOMETRY-FIDELITY-001/evidence/html/formato-fmch-semantico-paso-segunda-vuelta.html (CONFIG_REFERENCE), tests/fixtures/official-format-web-geometry.html (TEST_ONLY_REFERENCE)"
"assets/fmch/official-format-2024-2028/manifest.json","PRODUCTIVE_OFFICIAL_FORMAT","KEEP_AUTHORITY","HIGH","true","tests/official-format-authoritative-snapshot.test.mjs (TEST_ONLY_REFERENCE), CHARROPRO-FMCH-OFFICIAL-DOCUMENT-DATA-MAPPING-001/FIELD_MAPPING.json (CONFIG_REFERENCE), CHARROPRO-FMCH-OFFICIAL-FORMAT-CERTIFICATION-STATE-RECONCILIATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE), tests/official-format-authoritative-snapshot.test.mjs (CONFIG_REFERENCE)"
"assets/obs/barra.png","PRODUCTIVE_ASSET","KEEP_PRODUCTIVE","HIGH","true","js/broadcast/fixtures/componentRendererFixtures.js (CONFIG_REFERENCE), js/core/graphicsConfig.js (CONFIG_REFERENCE)"
"assets/obs/logo-och-dorado.png","PRODUCTIVE_ASSET","KEEP_PRODUCTIVE","HIGH","true","css/styles.css (CSS_REFERENCE), css/styles.css (CONFIG_REFERENCE), js/broadcast/fixtures/componentRendererFixtures.js (CONFIG_REFERENCE), js/core/graphicsConfig.js (CONFIG_REFERENCE)"
"assets/obs/logo-och-original.png","PRODUCTIVE_ASSET","KEEP_PRODUCTIVE","HIGH","true","torneo-publico.html (HTML_REFERENCE), torneo-publico.html (CONFIG_REFERENCE), js/publicPortal/portalApp.js (CONFIG_REFERENCE), js/publicPortal/portalRender.js (CONFIG_REFERENCE), tests/fixtures/publicPortalUxFixture.js (CONFIG_REFERENCE)"
"assets/obs/logo1.png","PRODUCTIVE_ASSET","KEEP_PRODUCTIVE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"assets/obs/logo3.png","PRODUCTIVE_ASSET","KEEP_PRODUCTIVE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"assets/themes/ejemplo-och/barra-marcador.svg","PRODUCTIVE_ASSET","KEEP_PRODUCTIVE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"assets/themes/ejemplo-och/logo-medallon.svg","PRODUCTIVE_ASSET","KEEP_PRODUCTIVE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"assets/themes/ejemplo-och/marca-agua.svg","PRODUCTIVE_ASSET","KEEP_PRODUCTIVE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"assets/themes/ejemplo-och/panel-categoria.svg","PRODUCTIVE_ASSET","KEEP_PRODUCTIVE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"assets/themes/ejemplo-och/panel-coleadero.svg","PRODUCTIVE_ASSET","KEEP_PRODUCTIVE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"assets/themes/ejemplo-och/panel-cronometro.svg","PRODUCTIVE_ASSET","KEEP_PRODUCTIVE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"assets/themes/ejemplo-och/panel-ranking.svg","PRODUCTIVE_ASSET","KEEP_PRODUCTIVE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"assets/themes/ejemplo-och/panel-turno.svg","PRODUCTIVE_ASSET","KEEP_PRODUCTIVE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"assets/themes/plantilla-subir/README.md","PRODUCTIVE_ASSET","KEEP_PRODUCTIVE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"assets/themes/plantilla-subir/barra-marcador-bg.svg","PRODUCTIVE_ASSET","KEEP_PRODUCTIVE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"assets/themes/plantilla-subir/categoria-bg.svg","PRODUCTIVE_ASSET","KEEP_PRODUCTIVE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"assets/themes/plantilla-subir/coleadero-bg.svg","PRODUCTIVE_ASSET","KEEP_PRODUCTIVE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"assets/themes/plantilla-subir/cronometro-bg.svg","PRODUCTIVE_ASSET","KEEP_PRODUCTIVE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"assets/themes/plantilla-subir/foto-charro-frame.svg","PRODUCTIVE_ASSET","KEEP_PRODUCTIVE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"assets/themes/plantilla-subir/guia-zonas.svg","PRODUCTIVE_ASSET","KEEP_PRODUCTIVE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"assets/themes/plantilla-subir/marca-agua-bg.svg","PRODUCTIVE_ASSET","KEEP_PRODUCTIVE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"assets/themes/plantilla-subir/ranking-bg.svg","PRODUCTIVE_ASSET","KEEP_PRODUCTIVE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"assets/themes/plantilla-subir/turno-bg.svg","PRODUCTIVE_ASSET","KEEP_PRODUCTIVE","MEDIUM","false","no parsed consumer; path/role classification requires review"
"broadcast-playground.html","PRODUCTIVE_BROADCAST","KEEP_PRODUCTIVE","HIGH","true","tests/broadcast-playground.test.mjs (TEST_ONLY_REFERENCE), BROADCAST_PLAYGROUND_V1.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO_MASTER_AUDIT_EVIDENCE.md (DOCUMENTATION_ONLY_REFERENCE), DESPLIEGUE_CHARROPRO.md (DOCUMENTATION_ONLY_REFERENCE), js/broadcast/broadcastAccessHub.js (CONFIG_REFERENCE)"
"broadcast-studio.html","PRODUCTIVE_BROADCAST","KEEP_PRODUCTIVE","HIGH","true","production-console.html (HTML_REFERENCE), production-console.html (CONFIG_REFERENCE), tests/broadcast-access-hub.test.mjs (TEST_ONLY_REFERENCE), tests/broadcast-studio-workspace.test.mjs (TEST_ONLY_REFERENCE), BROADCAST_ACCESS_AND_SYNC_V1.md (DOCUMENTATION_ONLY_REFERENCE)"
"browser-output.html","PRODUCTIVE_BROADCAST","KEEP_PRODUCTIVE","HIGH","true","production-console.html (HTML_REFERENCE), tests/browser-output.test.mjs (TEST_ONLY_REFERENCE), BROADCAST_BROWSER_OUTPUT_V1.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO_MASTER_AUDIT_EVIDENCE.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO_MASTER_AUDIT_MODULE_MATRIX.md (DOCUMENTATION_ONLY_REFERENCE)"
"cronometro-pantalla.html","PRODUCTIVE_ENTRYPOINT","KEEP_PRODUCTIVE","HIGH","true","CHARROPRO-FMCH-2026-JINETEOS-DYNAMIC-IMPLEMENTATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-FMCH-2026-MANGANAS-PASO-IMPLEMENTATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-FMCH-2026-PIALES-COLEADERO-IMPLEMENTATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-FMCH-2026-TERNA-COMPLETE-IMPLEMENTATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-OFFICIAL-TIMER-AUTHORITY-AND-SYNC-INTEGRATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE)"
"cronometro.html","PRODUCTIVE_ENTRYPOINT","KEEP_PRODUCTIVE","HIGH","true","CHARROPRO-FMCH-2026-JINETEOS-DYNAMIC-IMPLEMENTATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-FMCH-2026-MANGANAS-PASO-IMPLEMENTATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-FMCH-2026-PIALES-COLEADERO-IMPLEMENTATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-FMCH-2026-TERNA-COMPLETE-IMPLEMENTATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-OFFICIAL-TIMER-AUTHORITY-AND-SYNC-INTEGRATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE)"
"css/announcer-monitor.css","PRODUCTIVE_ASSET","KEEP_PRODUCTIVE","HIGH","true","announcer-monitor.html (HTML_REFERENCE), tests/announcer-monitor.test.mjs (TEST_ONLY_REFERENCE), DESPLIEGUE_CHARROPRO.md (DOCUMENTATION_ONLY_REFERENCE), announcer-monitor.html (CONFIG_REFERENCE), tests/announcer-monitor.test.mjs (CONFIG_REFERENCE)"
"css/broadcast-playground.css","PRODUCTIVE_ASSET","KEEP_PRODUCTIVE","HIGH","true","broadcast-playground.html (HTML_REFERENCE), broadcast-playground.html (CONFIG_REFERENCE)"
"css/broadcast-studio.css","PRODUCTIVE_ASSET","KEEP_PRODUCTIVE","HIGH","true","broadcast-studio.html (HTML_REFERENCE), tests/broadcast-access-hub.test.mjs (TEST_ONLY_REFERENCE), tests/broadcast-studio-workspace.test.mjs (TEST_ONLY_REFERENCE), broadcast-studio.html (CONFIG_REFERENCE), tests/broadcast-access-hub.test.mjs (CONFIG_REFERENCE)"
"css/browser-output.css","PRODUCTIVE_ASSET","KEEP_PRODUCTIVE","HIGH","true","browser-output.html (HTML_REFERENCE), tests/browser-output.test.mjs (TEST_ONLY_REFERENCE), browser-output.html (CONFIG_REFERENCE), tests/browser-output.test.mjs (CONFIG_REFERENCE)"
"css/production-console.css","PRODUCTIVE_ASSET","KEEP_PRODUCTIVE","HIGH","true","production-console.html (HTML_REFERENCE), tests/production-console.test.mjs (TEST_ONLY_REFERENCE), CHARROPRO_MASTER_AUDIT_EVIDENCE.md (DOCUMENTATION_ONLY_REFERENCE), production-console.html (CONFIG_REFERENCE), tests/production-console.test.mjs (CONFIG_REFERENCE)"
"css/program-main-output.css","PRODUCTIVE_ASSET","KEEP_PRODUCTIVE","HIGH","true","program-main-output.html (HTML_REFERENCE), tests/program-main-output.test.mjs (TEST_ONLY_REFERENCE), program-main-output.html (CONFIG_REFERENCE), tests/program-main-output.test.mjs (CONFIG_REFERENCE)"
"css/public-portal.css","PRODUCTIVE_ASSET","KEEP_PRODUCTIVE","HIGH","true","tests/fixtures/public-portal-ux.html (TEST_ONLY_REFERENCE), torneo-publico.html (HTML_REFERENCE), CHARROPRO_MASTER_AUDIT_EVIDENCE.md (DOCUMENTATION_ONLY_REFERENCE), DESPLIEGUE_CHARROPRO.md (DOCUMENTATION_ONLY_REFERENCE), PUBLIC_PORTAL_CORE_V1.md (DOCUMENTATION_ONLY_REFERENCE)"
"css/styles.css","PRODUCTIVE_ASSET","KEEP_PRODUCTIVE","HIGH","true","CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-HTML-PRINT-AND-GEOMETRY-FIDELITY-001/evidence/html/formato-fmch-semantico-paso-primera-vuelta.html (HTML_REFERENCE), CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-HTML-PRINT-AND-GEOMETRY-FIDELITY-001/evidence/html/formato-fmch-semantico-paso-primera-vuelta.html (CONFIG_REFERENCE), CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-HTML-PRINT-AND-GEOMETRY-FIDELITY-001/evidence/html/formato-fmch-semantico-paso-segunda-vuelta.html (HTML_REFERENCE), CHARROPRO-FMCH-OFFICIAL-TEAM-SHEET-HTML-PRINT-AND-GEOMETRY-FIDELITY-001/evidence/html/formato-fmch-semantico-paso-segunda-vuelta.html (CONFIG_REFERENCE), cronometro-pantalla.html (HTML_REFERENCE)"
"firebase-rules-auditoria.json","PRODUCTIVE_FIREBASE","KEEP_PRODUCTIVE","MEDIUM","true","tests/backup-foundation.test.mjs (TEST_ONLY_REFERENCE), tests/backup-restore-validation.test.mjs (TEST_ONLY_REFERENCE), tests/configuration-management.test.mjs (TEST_ONLY_REFERENCE), tests/firebase-broadcast-rules.test.mjs (TEST_ONLY_REFERENCE), tests/firebase-public-rules.test.mjs (TEST_ONLY_REFERENCE)"
"firebase.json","PRODUCTIVE_FIREBASE","KEEP_PRODUCTIVE","MEDIUM","true","tests/development-infrastructure.test.mjs (TEST_ONLY_REFERENCE), CHARROPRO-BACKUP-AND-RECOVERY-FOUNDATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-DEVELOPMENT-INFRASTRUCTURE-FOUNDATION-001/EMULATOR_CONFIGURATION.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-DEVELOPMENT-INFRASTRUCTURE-FOUNDATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-DEVELOPMENT-INFRASTRUCTURE-FOUNDATION-001/VALIDATION.md (DOCUMENTATION_ONLY_REFERENCE)"
"fixtures/templateEngineFixtures.js","FIXTURE","KEEP_CERTIFICATION_EVIDENCE","HIGH","true","js/broadcast/productionConsole.js (STATIC_REFERENCE), tests/broadcast-program-projection.test.mjs (TEST_ONLY_REFERENCE), tests/broadcast-template-engine.test.mjs (TEST_ONLY_REFERENCE), tests/template-renderer-integration.test.mjs (TEST_ONLY_REFERENCE), tests/theme-template-integration.test.mjs (TEST_ONLY_REFERENCE)"
"formato-federacion.html","PRODUCTIVE_OFFICIAL_FORMAT","KEEP_PRODUCTIVE","HIGH","true","tests/official-format-html-print-geometry.test.mjs (TEST_ONLY_REFERENCE), CHARROPRO-FMCH-2026-JINETEOS-DYNAMIC-IMPLEMENTATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-FMCH-2026-MANGANAS-PASO-IMPLEMENTATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-FMCH-2026-PIALES-COLEADERO-IMPLEMENTATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-FMCH-2026-TERNA-COMPLETE-IMPLEMENTATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE)"
"functions/.gitignore","PRODUCTIVE_FIREBASE","KEEP_PRODUCTIVE","MEDIUM","true","no parsed consumer; path/role classification requires review"
"functions/backupFoundation.js","PRODUCTIVE_FIREBASE","KEEP_PRODUCTIVE","MEDIUM","true","tests/backup-foundation.test.mjs (TEST_ONLY_REFERENCE), tests/backup-restore-validation.test.mjs (TEST_ONLY_REFERENCE), CHARROPRO-BACKUP-AND-RECOVERY-FOUNDATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-BACKUP-AND-RECOVERY-FOUNDATION-001/SUMMARY.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-BACKUP-AND-RECOVERY-FOUNDATION-001/TEST_RESULTS.md (DOCUMENTATION_ONLY_REFERENCE)"
"functions/backupService.js","PRODUCTIVE_FIREBASE","KEEP_PRODUCTIVE","MEDIUM","true","tests/backup-foundation.test.mjs (TEST_ONLY_REFERENCE), CHARROPRO-BACKUP-AND-RECOVERY-FOUNDATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-BACKUP-AND-RECOVERY-FOUNDATION-001/SUMMARY.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-BACKUP-AND-RECOVERY-FOUNDATION-001/TEST_RESULTS.md (DOCUMENTATION_ONLY_REFERENCE), tests/backup-foundation.test.mjs (CONFIG_REFERENCE)"
"functions/configuration.defaults.json","PRODUCTIVE_CONFIG","KEEP_PRODUCTIVE","HIGH","true","functions/index.js (CONFIG_REFERENCE), js/core/configurationBootstrap.js (CONFIG_REFERENCE), tests/configuration-management.test.mjs (TEST_ONLY_REFERENCE), tests/firebase-rule-profile-lifecycle-rules.test.mjs (TEST_ONLY_REFERENCE), CHARROPRO-CONFIGURATION-MANAGEMENT-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE)"
"functions/configurationEngine.js","PRODUCTIVE_FIREBASE","KEEP_PRODUCTIVE","MEDIUM","true","tests/configuration-management.test.mjs (TEST_ONLY_REFERENCE), CHARROPRO-CONFIGURATION-MANAGEMENT-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-CONFIGURATION-MANAGEMENT-001/VALIDATION.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-RULE-PROFILE-PRODUCTION-LIFECYCLE-AUTHORITY-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE), tests/configuration-management.test.mjs (CONFIG_REFERENCE)"
"functions/configurationService.js","PRODUCTIVE_FIREBASE","KEEP_PRODUCTIVE","MEDIUM","true","tests/configuration-management.test.mjs (TEST_ONLY_REFERENCE), CHARROPRO-CONFIGURATION-MANAGEMENT-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-CONFIGURATION-MANAGEMENT-001/VALIDATION.md (DOCUMENTATION_ONLY_REFERENCE), tests/configuration-management.test.mjs (CONFIG_REFERENCE)"
"functions/firebaseRestCas.js","PRODUCTIVE_FIREBASE","KEEP_PRODUCTIVE","MEDIUM","true","tests/firebase-rule-profile-lifecycle-rules.test.mjs (TEST_ONLY_REFERENCE), tests/firebase-rule-profile-lifecycle-rules.test.mjs (CONFIG_REFERENCE)"
"functions/index.js","PRODUCTIVE_FIREBASE","KEEP_PRODUCTIVE","MEDIUM","true","tests/backup-foundation.test.mjs (TEST_ONLY_REFERENCE), tests/backup-restore-validation.test.mjs (TEST_ONLY_REFERENCE), tests/configuration-management.test.mjs (TEST_ONLY_REFERENCE), tests/firebase-rule-profile-lifecycle-rules.test.mjs (TEST_ONLY_REFERENCE), tests/official-score-concurrency.test.mjs (TEST_ONLY_REFERENCE)"
"functions/officialScoreConcurrency.js","PRODUCTIVE_FIREBASE","KEEP_PRODUCTIVE","MEDIUM","true","tests/backup-restore-validation.test.mjs (TEST_ONLY_REFERENCE), tests/official-score-concurrency.test.mjs (TEST_ONLY_REFERENCE), tests/public-live-feed-integration.test.mjs (TEST_ONLY_REFERENCE), tests/scorer-save-latency.test.mjs (TEST_ONLY_REFERENCE), tests/scoring-attempt-v2.test.mjs (TEST_ONLY_REFERENCE)"
"functions/package-lock.json","PRODUCTIVE_CONFIG","KEEP_PRODUCTIVE","MEDIUM","false","CHARROPRO-RELEASE-MANAGEMENT-001/VALIDATION.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO_MASTER_AUDIT_FINDINGS.md (DOCUMENTATION_ONLY_REFERENCE)"
"functions/package.json","PRODUCTIVE_CONFIG","KEEP_PRODUCTIVE","MEDIUM","false","tests/firebase-public-rules.test.mjs (TEST_ONLY_REFERENCE), tests/firebase-rule-profile-lifecycle-rules.test.mjs (TEST_ONLY_REFERENCE), tests/public-live-feed-integration.test.mjs (TEST_ONLY_REFERENCE), tools/development/localRuntimeSeed.mjs (CONFIG_REFERENCE), CHARROPRO-BACKUP-AND-RECOVERY-FOUNDATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE)"
"functions/restoreEngine.js","PRODUCTIVE_FIREBASE","KEEP_PRODUCTIVE","MEDIUM","true","tests/backup-restore-validation.test.mjs (TEST_ONLY_REFERENCE), CHARROPRO-BACKUP-RESTORE-VALIDATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-BACKUP-RESTORE-VALIDATION-001/SUMMARY.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-BACKUP-RESTORE-VALIDATION-001/TEST_RESULTS.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-BACKUP-RESTORE-VALIDATION-001/VALIDATION.md (DOCUMENTATION_ONLY_REFERENCE)"
"functions/restoreService.js","PRODUCTIVE_FIREBASE","KEEP_PRODUCTIVE","MEDIUM","true","tests/backup-restore-validation.test.mjs (TEST_ONLY_REFERENCE), CHARROPRO-BACKUP-RESTORE-VALIDATION-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-BACKUP-RESTORE-VALIDATION-001/SUMMARY.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-BACKUP-RESTORE-VALIDATION-001/TEST_RESULTS.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-BACKUP-RESTORE-VALIDATION-001/VALIDATION.md (DOCUMENTATION_ONLY_REFERENCE)"
"functions/ruleProfileAssignmentEngine.js","PRODUCTIVE_FIREBASE","KEEP_PRODUCTIVE","MEDIUM","true","tests/rule-profile-assignment-authority.test.mjs (TEST_ONLY_REFERENCE), tests/rule-profile-assignment-authority.test.mjs (CONFIG_REFERENCE)"
"functions/ruleProfileCertificationRegistry.json","PRODUCTIVE_CONFIG","KEEP_PRODUCTIVE","MEDIUM","false","functions/index.js (CONFIG_REFERENCE), tests/rule-profile-assignment-authority.test.mjs (TEST_ONLY_REFERENCE), tests/rule-profile-lifecycle-authority.test.mjs (TEST_ONLY_REFERENCE), tests/rule-profile-lifecycle-read-authority.test.mjs (TEST_ONLY_REFERENCE), CHARROPRO-RULE-PROFILE-PRODUCTION-LIFECYCLE-AUTHORITY-001/ARCHITECTURE.md (DOCUMENTATION_ONLY_REFERENCE)"
"functions/ruleProfileLifecycleEngine.js","PRODUCTIVE_FIREBASE","KEEP_PRODUCTIVE","MEDIUM","true","tests/rule-profile-lifecycle-authority.test.mjs (TEST_ONLY_REFERENCE), tests/rule-profile-lifecycle-read-authority.test.mjs (TEST_ONLY_REFERENCE), CHARROPRO-RULE-PROFILE-PRODUCTION-LIFECYCLE-AUTHORITY-001/ARCHITECTURE.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-RULE-PROFILE-PRODUCTION-LIFECYCLE-AUTHORITY-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE), tests/rule-profile-lifecycle-authority.test.mjs (CONFIG_REFERENCE)"
"functions/ruleProfileLifecycleService.js","PRODUCTIVE_FIREBASE","KEEP_PRODUCTIVE","MEDIUM","true","tests/firebase-rule-profile-lifecycle-rules.test.mjs (TEST_ONLY_REFERENCE), tests/rule-profile-lifecycle-authority.test.mjs (TEST_ONLY_REFERENCE), tests/rule-profile-lifecycle-read-authority.test.mjs (TEST_ONLY_REFERENCE), CHARROPRO-RULE-PROFILE-PRODUCTION-LIFECYCLE-AUTHORITY-001/ARCHITECTURE.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-RULE-PROFILE-PRODUCTION-LIFECYCLE-AUTHORITY-001/FILES_CHANGED.md (DOCUMENTATION_ONLY_REFERENCE)"
"google-apps-script/formato-federacion-visual.gs","TOOLING","KEEP_TOOLING","MEDIUM","false","CHARROPRO-FMCH-OFFICIAL-DOCUMENT-SPECIFICATION-001/CURRENT_REPOSITORY_REFERENCES.md (DOCUMENTATION_ONLY_REFERENCE), README.md (DOCUMENTATION_ONLY_REFERENCE)"
"google-apps-script/formato-federacion.gs","TOOLING","KEEP_TOOLING","MEDIUM","false","CHARROPRO-FMCH-OFFICIAL-DOCUMENT-DATA-MAPPING-001/CURRENT_EXPORTERS_ANALYSIS.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-FMCH-OFFICIAL-DOCUMENT-DATA-MAPPING-001/CURRENT_MODULES_INVENTORY.md (DOCUMENTATION_ONLY_REFERENCE), CHARROPRO-FMCH-OFFICIAL-DOCUMENT-SPECIFICATION-001/CURRENT_REPOSITORY_REFERENCES.md (DOCUMENTATION_ONLY_REFERENCE), README.md (DOCUMENTATION_ONLY_REFERENCE)"
